id,title,author,avg_rating,ratings,url,img,pages,year
838,Antiworld. Il destino nelle nostre mani,Vittoria Serena Dalton,it was amazing 5.00,3,/book/show/25656174-antiworld-il-destino-nelle-nostre-mani,https://d2arxad8u2l0g7.cloudfront.net/books/1433343576l/25656174.jpg,,
839,The Radetzky March  (Von Trotta Family #1),Joseph Roth,4.08,"3,684",/book/show/54258.The_Radetzky_March,https://d2arxad8u2l0g7.cloudfront.net/books/1320967670l/54258.jpg,384,1932
840,"Soixante Dessins pour ""Les Enfants Terribles""",Jean Cocteau,2.40,5,/book/show/18274896-soixante-dessins-pour-les-enfants-terribles,https://d2arxad8u2l0g7.cloudfront.net/books/1375371003l/18274896.jpg,128,1929
841,Thousand Cranes,Yasunari Kawabata,3.79,"5,213",/book/show/14027.Thousand_Cranes,https://d2arxad8u2l0g7.cloudfront.net/books/1388205415l/14027.jpg,147,1952
842,As You Like It,William Shakespeare,3.82,"57,320",/book/show/42607.As_You_Like_It,https://d2arxad8u2l0g7.cloudfront.net/books/1327935363l/42607.jpg,263,1623
843,Perfume of Provence,Kate Fitzroy,3.49,108,/book/show/22727457-perfume-of-provence,https://d2arxad8u2l0g7.cloudfront.net/books/1405395023l/22727457.jpg,192,1985
844,A Tomb for Boris Davidovich,Danilo Kiš,4.21,"1,533",/book/show/217983.A_Tomb_for_Boris_Davidovich,https://d2arxad8u2l0g7.cloudfront.net/books/1463399300l/217983.jpg,136,1976
845,Venus in Furs,MR Leopold Von Sacher-Masoch,0.00,0,/book/show/27708154-venus-in-furs,,100,1870
846,"The Eustace Diamonds (Palliser, #3)",Anthony Trollope,3.93,"2,742",/book/show/73954.The_Eustace_Diamonds,https://d2arxad8u2l0g7.cloudfront.net/books/1360705640l/73954.jpg,794,1871
847,"The Collected Works, Vol. 2: The Plays",W.B. Yeats,4.12,52,/book/show/303748.The_Collected_Works_Vol_2,https://d2arxad8u2l0g7.cloudfront.net/books/1348654789l/303748.jpg,960,1939
848,Another Country,Rosie Scott,3.67,3,/book/show/2667619-another-country,,127,1984
849,The Stechlin,Theodor Fontane,3.81,289,/book/show/1493972.The_Stechlin,https://d2arxad8u2l0g7.cloudfront.net/books/1305576167l/1493972.jpg,340,1899
850,,,,,,,,1926
851,Fatelessness,Imre Kertész,4.03,"4,823",/book/show/318335.Fatelessness,https://d2arxad8u2l0g7.cloudfront.net/books/1348898439l/318335.jpg,262,1975
852,The Reader,Bernhard Schlink,3.72,"131,227",/book/show/101299.The_Reader,https://d2arxad8u2l0g7.cloudfront.net/books/1327936339l/101299.jpg,216,1995
853,Story of the Eye,Georges Bataille,3.73,"9,764",/book/show/436806.Story_of_the_Eye,https://d2arxad8u2l0g7.cloudfront.net/books/1435465074l/436806.jpg,103,1928
854,The Kalevala,Elias Lönnrot,4.06,"3,095",/book/show/400869.The_Kalevala,https://d2arxad8u2l0g7.cloudfront.net/books/1174443236l/400869.jpg,679,1835
855,Kokoro Connect Vol. 4,Sadanatsu Anda,4.12,34,/book/show/23310804-kokoro-connect-vol-4,https://d2arxad8u2l0g7.cloudfront.net/books/1437621002l/23310804.jpg,180,1914
856,Black Sheep,Georgette Heyer,3.96,"6,385",/book/show/311164.Black_Sheep,https://d2arxad8u2l0g7.cloudfront.net/books/1320483878l/311164.jpg,252,1966
857,The Way of All Flesh,Samuel Butler,3.62,"6,048",/book/show/126512.The_Way_of_All_Flesh,https://d2arxad8u2l0g7.cloudfront.net/books/1328864358l/126512.jpg,320,1903
858,Bel Canto,Ann Patchett,3.91,"184,469",/book/show/5826.Bel_Canto,https://d2arxad8u2l0g7.cloudfront.net/books/1352997328l/5826.jpg,352,2001
859,Tales from the Kathasaritsagara,Somadeva Bhaṭṭa,4.25,60,/book/show/343246.Tales_from_the_Kathasaritsagara,https://d2arxad8u2l0g7.cloudfront.net/books/1173903775l/343246.jpg,320,1070
860,"A study guide for J. D. Salinger's ""Franny and Zooey"" (Novels for Students)",The Gale Group,0.00,0,/book/show/31285370-a-study-guide-for-j-d-salinger-s-franny-and-zooey,https://d2arxad8u2l0g7.cloudfront.net/books/1469734887l/31285370.jpg,28,1961
861,Sister Carrie,Theodore Dreiser,3.71,"27,788",/book/show/126609.Sister_Carrie,https://d2arxad8u2l0g7.cloudfront.net/books/1387666415l/126609.jpg,580,1900
862,Schindler's List,Thomas Keneally,4.34,"108,860",/book/show/375013.Schindler_s_List,https://d2arxad8u2l0g7.cloudfront.net/books/1348163457l/375013.jpg,429,1982
863,A Fine Balance,Rohinton Mistry,4.34,"97,891",/book/show/5211.A_Fine_Balance,https://d2arxad8u2l0g7.cloudfront.net/books/1386925449l/5211.jpg,603,1995
864,"Haroun and the Sea of Stories (Khalifa Brothers, #1)",Salman Rushdie,4.01,"21,745",/book/show/4835.Haroun_and_the_Sea_of_Stories,https://d2arxad8u2l0g7.cloudfront.net/books/1419913148l/4835.jpg,224,1990
865,The Moonstone,Wilkie Collins,3.89,"52,171",/book/show/6138.The_Moonstone,https://d2arxad8u2l0g7.cloudfront.net/books/1403192382l/6138.jpg,528,1868
866,The Merry Adventures of Robin Hood,Howard Pyle,4.05,"48,833",/book/show/93007.The_Merry_Adventures_of_Robin_Hood,https://d2arxad8u2l0g7.cloudfront.net/books/1389006722l/93007.jpg,400,1883
867,American Psycho,Bret Easton Ellis,3.80,"159,830",/book/show/28676.American_Psycho,https://d2arxad8u2l0g7.cloudfront.net/books/1436934349l/28676.jpg,399,1991
868,The Old Wives' Tale,Arnold Bennett,3.80,"3,066",/book/show/188454.The_Old_Wives_Tale,https://d2arxad8u2l0g7.cloudfront.net/books/1351176522l/188454.jpg,565,1908
869,Party Going,Henry Green,3.56,268,/book/show/769697.Party_Going,https://d2arxad8u2l0g7.cloudfront.net/books/1328286188l/769697.jpg,176,1939
870,"Master and Commander (Aubrey/Maturin, #1)",Patrick O'Brian,4.10,"31,812",/book/show/77430.Master_and_Commander,https://d2arxad8u2l0g7.cloudfront.net/books/1467992540l/77430.jpg,459,1969
871,A Visit from the Goon Squad,Jennifer Egan,3.64,"129,583",/book/show/7331435-a-visit-from-the-goon-squad,https://d2arxad8u2l0g7.cloudfront.net/books/1356844046l/7331435.jpg,288,2010
872,Correction,Thomas Bernhard,4.27,"1,444",/book/show/92573.Correction,https://d2arxad8u2l0g7.cloudfront.net/books/1331500127l/92573.jpg,253,1979
873,Red Harvest,Dashiell Hammett,really liked it 4.00,"16,456",/book/show/30005.Red_Harvest,https://d2arxad8u2l0g7.cloudfront.net/books/1320423692l/30005.jpg,224,1929
874,House Made of Dawn,N. Scott Momaday,3.66,"4,633",/book/show/110996.House_Made_of_Dawn,https://d2arxad8u2l0g7.cloudfront.net/books/1348126746l/110996.jpg,198,1968
875,Zuleika Dobson,Max Beerbohm,3.56,"3,240",/book/show/778463.Zuleika_Dobson,https://d2arxad8u2l0g7.cloudfront.net/books/1369859636l/778463.jpg,252,1911
876,Collected Poems,Ted Hughes,4.12,942,/book/show/149505.Collected_Poems,https://d2arxad8u2l0g7.cloudfront.net/books/1316636165l/149505.jpg,1376,2003
877,The Power and the Glory,Graham Greene,3.99,"20,926",/book/show/3690.The_Power_and_the_Glory,https://d2arxad8u2l0g7.cloudfront.net/books/1388210459l/3690.jpg,222,1940
878,The Accidental Tourist,Anne Tyler,3.90,"75,942",/book/show/60792.The_Accidental_Tourist,https://d2arxad8u2l0g7.cloudfront.net/books/1327936319l/60792.jpg,352,1985
879,The Moon is a Harsh Mistress,Robert A. Heinlein,4.17,"77,951",/book/show/16690.The_Moon_is_a_Harsh_Mistress,https://d2arxad8u2l0g7.cloudfront.net/books/1348768309l/16690.jpg,288,1966
880,Appointment in Samarra,John O'Hara,3.83,"10,344",/book/show/126583.Appointment_in_Samarra,https://d2arxad8u2l0g7.cloudfront.net/books/1320446769l/126583.jpg,251,1934
881,Where the Wild Things Are,Maurice Sendak,4.22,"573,759",/book/show/19543.Where_the_Wild_Things_Are,https://d2arxad8u2l0g7.cloudfront.net/books/1384434560l/19543.jpg,37,1963
882,Ezra Pound's Poetry And Prose: Contributions To Periodicals,Ezra Pound,0.00,0,/book/show/5167657-ezra-pound-s-poetry-and-prose,,,1972
883,Goodbye to Berlin,Christopher Isherwood,3.94,"4,933",/book/show/760702.Goodbye_to_Berlin,https://d2arxad8u2l0g7.cloudfront.net/books/1368963690l/760702.jpg,208,1939
884,Snow Falling on Cedars,David Guterson,3.77,"121,255",/book/show/77142.Snow_Falling_on_Cedars,https://d2arxad8u2l0g7.cloudfront.net/books/1388288939l/77142.jpg,460,1994
885,Pricksongs and Descants,Robert Coover,3.83,975,/book/show/156194.Pricksongs_and_Descants,https://d2arxad8u2l0g7.cloudfront.net/books/1388222909l/156194.jpg,256,1969
886,Pigs in Heaven,Barbara Kingsolver,3.96,"45,199",/book/show/14250.Pigs_in_Heaven,https://d2arxad8u2l0g7.cloudfront.net/books/1347616121l/14250.jpg,343,1993
887,Deliverance,James Dickey,3.85,"23,968",/book/show/592657.Deliverance,https://d2arxad8u2l0g7.cloudfront.net/books/1334998332l/592657.jpg,288,1970
888,Under the Net,Iris Murdoch,3.75,"9,146",/book/show/11324.Under_the_Net,https://d2arxad8u2l0g7.cloudfront.net/books/1388423609l/11324.jpg,252,1954
889,Cold Comfort Farm,Stella Gibbons,3.92,"30,056",/book/show/92780.Cold_Comfort_Farm,https://d2arxad8u2l0g7.cloudfront.net/books/1416161594l/92780.jpg,233,1932
890,"Casino Royale (James Bond, #1)",Ian Fleming,3.72,"41,126",/book/show/3758.Casino_Royale,https://d2arxad8u2l0g7.cloudfront.net/books/1413708915l/3758.jpg,181,1953
891,"The Hunger Games (The Hunger Games, #1)",Suzanne Collins,4.36,"4,362,609",/book/show/2767052-the-hunger-games,https://d2arxad8u2l0g7.cloudfront.net/books/1447303603l/2767052.jpg,374,
892,The Song of Hiawatha,Henry Wadsworth Longfellow,3.90,"1,778",/book/show/780875.The_Song_of_Hiawatha,https://d2arxad8u2l0g7.cloudfront.net/books/1391963647l/780875.jpg,184,1855
893,Barchester Towers (Chronicles of Barsetshire #2),Anthony Trollope,4.01,"9,402",/book/show/125321.Barchester_Towers,https://d2arxad8u2l0g7.cloudfront.net/books/1387980968l/125321.jpg,418,1855
894,"Game of Thrones: The Ultimate Game of Thrones Character Description Guide (Includes 39 Game of Thrones Characters) (game of thrones, game of thrones series) (Volume 1)",David Nolan,liked it 3.00,2,/book/show/24444153-game-of-thrones,https://d2arxad8u2l0g7.cloudfront.net/books/1420996938l/24444153.jpg,44,1996
895,"The Railway Children (Penguin Readers, Level 2)",Karen Holmes,3.24,17,/book/show/6443455-the-railway-children,https://d2arxad8u2l0g7.cloudfront.net/books/1370839020l/6443455.jpg,48,1906
896,The Jungle Book,Rudyard Kipling,3.95,"71,924",/book/show/77270.The_Jungle_Book,https://d2arxad8u2l0g7.cloudfront.net/books/1327873594l/77270.jpg,277,1894
897,"Red Dragon (Hannibal Lecter, #1)",Thomas Harris,really liked it 4.00,"184,407",/book/show/28877.Red_Dragon,https://d2arxad8u2l0g7.cloudfront.net/books/1390284698l/28877.jpg,348,1981
898,The Murders in the Rue Morgue,Edgar Allan Poe,3.93,"15,126",/book/show/3301759-the-murders-in-the-rue-morgue,https://d2arxad8u2l0g7.cloudfront.net/books/1409105459l/3301759.jpg,38,1841
899,The Little Engine That Could Saves the Day,Watty Piper,3.20,5,/book/show/710988.The_Little_Engine_That_Could_Saves_the_Day,https://d2arxad8u2l0g7.cloudfront.net/books/1309203730l/710988.jpg,12,1930
900,"Histoire de Babar, le petit éléphant",Jean de Brunhoff,it was amazing 5.00,3,/book/show/28804617-histoire-de-babar-le-petit-l-phant,https://d2arxad8u2l0g7.cloudfront.net/books/1454135798l/28804617.jpg,45,1931
901,"The Warlord of Mars (Barsoom, #3)",Edgar Rice Burroughs,3.85,"9,815",/book/show/40379.The_Warlord_of_Mars,https://d2arxad8u2l0g7.cloudfront.net/books/1328773630l/40379.jpg,0,1913
902,Odes,John Keats,4.42,24,/book/show/12164862-odes,,0,1927
903,"Swallows and Amazons (Swallows and Amazons, #1)",Arthur Ransome,3.97,"21,033",/book/show/125190.Swallows_and_Amazons,https://d2arxad8u2l0g7.cloudfront.net/books/1277148503l/125190.jpg,315,1930
904,The Moon Is Down,John Steinbeck,3.86,"12,920",/book/show/12722.The_Moon_Is_Down,https://d2arxad8u2l0g7.cloudfront.net/books/1327961310l/12722.jpg,144,1942
905,Edmund Dulac's Fairy Book,Edmund Dulac,4.35,20,/book/show/1354693.Edmund_Dulac_s_Fairy_Book,https://d2arxad8u2l0g7.cloudfront.net/books/1331061173l/1354693.jpg,174,1953
906,"Kidnapped (David Balfour, #1)",Robert Louis Stevenson,3.77,"44,249",/book/show/325128.Kidnapped,https://d2arxad8u2l0g7.cloudfront.net/books/1328869457l/325128.jpg,288,1886
907,Killshot,Elmore Leonard,3.70,"4,329",/book/show/85210.Killshot,https://d2arxad8u2l0g7.cloudfront.net/books/1347697678l/85210.jpg,334,1989
908,The Cloister and the Hearth,Charles Reade,3.98,186,/book/show/13060785-the-cloister-and-the-hearth,https://d2arxad8u2l0g7.cloudfront.net/books/1423220299l/13060785.jpg,785,1861
909,"The Plantagenet Prelude (Plantagenet Saga, #1)",Jean Plaidy,3.84,"1,082",/book/show/865347.The_Plantagenet_Prelude,https://d2arxad8u2l0g7.cloudfront.net/books/1347935082l/865347.jpg,418,1976
910,Best Friends Forever,Jennifer Weiner,3.48,"50,238",/book/show/6066819-best-friends-forever,https://d2arxad8u2l0g7.cloudfront.net/books/1348156357l/6066819.jpg,368,2003
911,Smoky the Cow Horse,Will James,3.93,"5,203",/book/show/833060.Smoky_the_Cow_Horse,https://d2arxad8u2l0g7.cloudfront.net/books/1328028916l/833060.jpg,310,1927
912,The Scarlet Plague,Jack London,3.60,"2,401",/book/show/1201864.The_Scarlet_Plague,https://d2arxad8u2l0g7.cloudfront.net/books/1292626937l/1201864.jpg,98,1915
913,Miss Pickerell Goes to Mars,Ellen MacGregor,3.89,138,/book/show/878473.Miss_Pickerell_Goes_to_Mars,https://d2arxad8u2l0g7.cloudfront.net/books/1347926893l/878473.jpg,94,1951
914,"The Voyages of Doctor Dolittle (Doctor Dolittle, #2)",Hugh Lofting,3.99,"11,695",/book/show/325416.The_Voyages_of_Doctor_Dolittle,https://d2arxad8u2l0g7.cloudfront.net/books/1173762814l/325416.jpg,400,1922
915,Jonathan Livingston Seagull,Richard Bach,3.79,"135,839",/book/show/71728.Jonathan_Livingston_Seagull,https://d2arxad8u2l0g7.cloudfront.net/books/1432222358l/71728.jpg,112,1970
916,The Island Within,Ludwig Lewisohn,3.92,12,/book/show/1547545.The_Island_Within,https://d2arxad8u2l0g7.cloudfront.net/books/1348278538l/1547545.jpg,266,1928
917,"Tall Whites, Greys and Little Green Men",Snow White,really liked it 4.00,,/book/show/30122218-tall-whites-greys-and-little-green-men,https://d2arxad8u2l0g7.cloudfront.net/books/1462543391l/30122218.jpg,32,1942
918,Gone Girl,Gillian Flynn,4.01,"1,398,233",/book/show/19288043-gone-girl,https://d2arxad8u2l0g7.cloudfront.net/books/1397056917l/19288043.jpg,422,
919,The Story of Ferdinand,Munro Leaf,4.35,"65,944",/book/show/773951.The_Story_of_Ferdinand,https://d2arxad8u2l0g7.cloudfront.net/books/1348133512l/773951.jpg,72,1936
920,Miss Susie Slagle's,Augusta Tucker,3.78,9,/book/show/1461497.Miss_Susie_Slagle_s,https://d2arxad8u2l0g7.cloudfront.net/books/1348126095l/1461497.jpg,352,1939
921,The Protocols: The Elders of Zion,Unknown,0.00,0,/book/show/30220236-the-protocols,https://d2arxad8u2l0g7.cloudfront.net/books/1463571083l/30220236.jpg,54,1905
922,The Ballad of Peckham Rye,Muriel Spark,3.54,906,/book/show/514625.The_Ballad_of_Peckham_Rye,https://d2arxad8u2l0g7.cloudfront.net/books/1348108682l/514625.jpg,143,1960
923,Nectar in a Sieve,Kamala Markandaya,3.61,"6,754",/book/show/101509.Nectar_in_a_Sieve,https://d2arxad8u2l0g7.cloudfront.net/books/1348811536l/101509.jpg,186,1954
924,Sixty Stories,Donald Barthelme,4.23,"4,572",/book/show/118345.Sixty_Stories,https://d2arxad8u2l0g7.cloudfront.net/books/1327948558l/118345.jpg,451,1981
925,"A Wild Sheep Chase (The Rat, #3)",Haruki Murakami,3.94,"55,385",/book/show/11298.A_Wild_Sheep_Chase,https://d2arxad8u2l0g7.cloudfront.net/books/1327908774l/11298.jpg,353,1982
926,"""Yeah, suicide is a white thing"": Problematizing the Reclamation of the Ghosts of Suicide in David Bradley's The Chaneysville Incident and Toni Morrison's Beloved.",Emma Wilde,0.00,0,/book/show/26801645-yeah-suicide-is-a-white-thing,https://d2arxad8u2l0g7.cloudfront.net/books/1442973880l/26801645.jpg,53,1981
927,I Wish Someone Were Waiting for Me Somewhere,Anna Gavalda,3.59,"6,435",/book/show/47776.I_Wish_Someone_Were_Waiting_for_Me_Somewhere,https://d2arxad8u2l0g7.cloudfront.net/books/1440898000l/47776.jpg,208,2003
928,The Hour of the Star,Clarice Lispector,3.95,"7,055",/book/show/762390.The_Hour_of_the_Star,https://d2arxad8u2l0g7.cloudfront.net/books/1325790532l/762390.jpg,96,1977
929,Mumbo Jumbo,Ishmael Reed,3.81,"2,035",/book/show/761156.Mumbo_Jumbo,https://d2arxad8u2l0g7.cloudfront.net/books/1348245753l/761156.jpg,224,1972
930,The Bridge of San Luis Rey,Thornton Wilder,3.79,"21,179",/book/show/92508.The_Bridge_of_San_Luis_Rey,https://d2arxad8u2l0g7.cloudfront.net/books/1348937011l/92508.jpg,138,1927
931,Waiting,Ha Jin,3.48,"14,840",/book/show/235773.Waiting,https://d2arxad8u2l0g7.cloudfront.net/books/1327881519l/235773.jpg,310,1999
932,A High Wind in Jamaica,Richard Hughes,3.79,"6,120",/book/show/188458.A_High_Wind_in_Jamaica,https://d2arxad8u2l0g7.cloudfront.net/books/1388190660l/188458.jpg,279,1929
933,The Quiet American,Graham Greene,3.95,"30,453",/book/show/3698.The_Quiet_American,https://d2arxad8u2l0g7.cloudfront.net/books/1388187216l/3698.jpg,180,1955
934,The Shell Seekers,Rosamunde Pilcher,4.11,"70,419",/book/show/37095.The_Shell_Seekers,https://d2arxad8u2l0g7.cloudfront.net/books/1385213408l/37095.jpg,530,1987
935,Oscar and Lucinda,Peter Carey,3.72,"15,554",/book/show/316496.Oscar_and_Lucinda,https://d2arxad8u2l0g7.cloudfront.net/books/1173712561l/316496.jpg,515,1988
936,What Is the What,Dave Eggers,4.15,"60,879",/book/show/4952.What_Is_the_What,https://d2arxad8u2l0g7.cloudfront.net/books/1328837457l/4952.jpg,475,2006
937,Enormous Changes at the Last Minute,Grace Paley,4.12,"1,688",/book/show/133621.Enormous_Changes_at_the_Last_Minute,https://d2arxad8u2l0g7.cloudfront.net/books/1311993358l/133621.jpg,198,1974
938,Baudolino,Umberto Eco,3.70,"14,813",/book/show/10507.Baudolino,https://d2arxad8u2l0g7.cloudfront.net/books/1442271099l/10507.jpg,527,2000
