1153,Ellen Foster,Kaye Gibbons,1987
1154,The Gambler,Fyodor Dostoyevsky,1867
1155,London Fields,Martin Amis,1989
1156,War and Remembrance,Herman Wouk,1978
1157,Centennial,James A. Michener,1974
1158,"Hateship, Friendship, Courtship, Loveship, Marriage",Alice Munro,2006
1159,Sula,Toni Morrison,1973
1160,Cider with Rosie,Laurie Lee,1959
1161,The Godfather,Mario Puzo,1969
1162,Augustus,John Williams,1973
1163,Giants in the Earth,Ole Edvart Rolvaag,1927
1164,The Alienist,Caleb Carr,1994
1165,Talk Before Sleep,Elizabeth Berg,1994
1166,Rubyfruit Jungle,Rita Mae Brown,1973
1167,Corelli's Mandolin,Louis de Bernières ,1993
1168,The Education of Little Tree,Forrest Carter,1976
1169,Fifty Shades of Grey: ,E L James,2011
1170,The Help,Kathryn Stockett,2009
1171,The Dyskolos,Menander ,-316
1172,Birdsong,Sebastian Faulks,1993
1173,"Goodbye, Columbus",Philip Roth,1959
1174,The Notebook: The Proof ; The Third Lie : Three Novels,Agota Kristof,1986
1175,The Dying Earth,Jack Vance,1950
1176,Like Water For Chocolate,Laura Esquivel,1989
1177,Wolf Hall,Hilary Mantel,2009
1178,Wittgenstein's Mistress,David Markson,1988
1179,The Haunting of Hill House ,Shirley Jackson,1959
1180,"Bless Me, Ultima",Rudolfo Anaya,1972
1181,The American,Henry James,1877
1182,Moravagine,Blaise Cendrars,1926
1183,Books of Blood,Clive Barker,1985
1184,Froth on the daydream,Boris Vian,1947
1185,I Am Legend,Richard Matheson,1954
1186,Sea of Poppies,Amitav Ghosh,2008
1187,Under Western Eyes,Joseph Conrad,1911
1188,The Intuitionist: A Novel,Colson Whitehead,1999
1189,Twilight of the Superheroes,Deborah Eisenberg,2006
1190,Angle of Repose,Wallace Stegner,1971
1191,Tales of H. P. Lovecraft,H. P. Lovecraft,1937
1192,The Magic Barrel,Bernard Malamud,1958
1193,A New Life,Bernard Malamud,1961
1194,In the Time of the Butterflies,Julia Alvarez,1994
1195,Amongst Women,John McGahern,1990
1196,Mortals,Norman Rush,2003
1197,Suttree,Cormac McCarthy,1979
1198,The Bastard of Istanbul,Elif Shafak,2006
1199,The Murder of Roger Ackroyd,Agatha Christie,1926
1200,Life & Times of Michael K,J. M. Coetzee,1983
1201,Billy Lynn's Long Halftime Walk: A Novel,Ben Fountain,2012
1202,Our Lady of the Flowers,Jean Genet,1943
1203,The Spy Who Came in From the Cold ,John le Carre,1963
1204,Chimera,John Barth,1972
1205,Haunted,Chuck Palahniuk,2005
1206,The Stories of Ray Bradbury,Ray Bradbury,2010
1207,Amerika,Franz Kafka,1927
1208,The Heather Blazing,Colm Toibin,1992
1209,Mr. Sammler's Planet,Saul Bellow,1970
1210,An Accidental Man,Iris Murdoch,1971
1211,Gaudy Night,Dorothy L. Sayers,1935
1212,The Electric Michelangelo,Sarah Hall,2004
1213,Cities of the Red Night: A Novel,William S. Burroughs,1981
1214,Riders of the Purple Sage,Zane Grey,1912
1215,My Life and My Life in the Nineties,Lyn Hejinian,1980
1216,The Rachel Papers,Martin Amis,1973
1217,Ghostwritten,David Mitchell,1999
1218,The Ballad of the Sad Cafe,Carson McCullers,1951
1219,Sweet Days of Discipline,Fleur Jaeggy,1989
1220,"I, Tituba, Black Witch of Salem",Maryse Condé,1986
1221,Stranger Things Happen,Kelly Link,2001
1222,Selected Stories of Philip K. Dick,Philip K. Dick,1982
1223,Distant Star,Roberto Bolaño,1996
1224,American Genius: A Comedy,Lynne Tillman,2006
1225,The Kreutzer Sonata: And Other Stories,Leo Tolstoy,1889
1226,The Elementary Particles,Michel Houellebecq,1998
1227,The Spoils of Poynton,Henry James,1897
1228,Stoner,John Williams,1965
1229,A Violent Life,Pier Paolo Pasolini,1959
1230,A Thousand Splendid Suns,Khaled Hosseini,2007
1231,The Daughter of Time,Josephine Tey,1951
1232,VALIS,Philip K. Dick,1981
1233,The Postman Always Rings Twice,James M. Cain,1934
1234,No Country for Old Men,Cormac McCarthy,2005
1235,The Black Swan,Thomas Mann,1954
1236,A Spy In The House Of Love,Anais Nin,1954
1237,The Day of the Jackal,Frederick Forsyth,1971
1238,The Last Days of Mankind,Karl Kraus,1922
1239,Green Eggs and Ham,Dr. Seuss,1960
1240,The Natural,Bernard Malamud,1952
1241,Cat's Eye,Margaret Atwood,1988
1242,The Hunting Gun,Yasushi Inoue,1949
1243,The Good Person of Szechwan,Bertolt Brecht,1943
1244,Diamonds Are Forever,Ian Fleming,1956
1245,Eye Of The Needle,Ken Follett,1978
1246,"Farewell, My Lovely: A Novel",Raymond Chandler,1940
1247,She,H. Rider Haggard,1887
1248,Against Nature,J. K. Huysmans,1884
1249,Pygmalion,Bernard Shaw,1912
1250,Junky,William S. Burroughs,1953
1251,Hangover Square: A Story of Darkest Earl's Court,Patrick Hamilton,1941
1252,The Royal Game,Stefan Zweig,1942
1253,A Canticle for Leibowitz,Walter M. Miller,1961
1254,The Invisible Man,H. G. Wells,1897
1255,The Talisman,Sir Walter Scott,1825
1256,Flatland: A Romance of Many Dimensions,Edwin A. Abbott,1884
1257,A Tale of Love and Darkness,Amos Oz,2002
1258,Collected Stories of Peter Taylor,Peter Taylor,1971
1259, Kaspar and Other Plays,Peter Handke,1967
1260,The Sea-Wolf,Jack London,1904
1261,Splendors and Miseries of Courtesans,Honore De Balzac,1847
1262,The Shadow of the Wind,Carlos Ruiz Zafon,2001
1263,The Third Policeman,Flann O'Brien,1967
1264,The Sportswriter ,Richard Ford,1986
1265,Blood Oranges,John Hawkes,1997
1266,The Box Man,Kobo Abé,1947
1267,The Palm-Wine Drinkard,Amos Tutola,1952
1268,"South of the Border, West of the Sun: A Novel",Haruki Murakami,1992
1269,Man in the Holocene,Max Frisch,1979
1270,The Oranging of America,Max Apple,1976
1271,Love in a Cold Climate,Nancy Mitford,1949
1272,Falling in Place,Ann Beattie,1981
1273,"Will You Please be Quiet, Please?",Raymond Carver,1976
1274,The Castle of Otranto: A Gothic Story,Horace Walpole,1764
1275,Professor Unrat,Heinrich Mann,1905
1276,Nog,Rudy Wurlitzer,1969
1277,The Feast of the Goat: A Novel,Mario Vargas Llosa,2000
1278,Black Tickets,Jayne Anne Phillips,1979
1279,The Physicists,Friedrich Dürrenmatt,1962
1280,Effi Briest,Theodor Fontane,1896
1281,Seven Gothic Tales,Karen Blixen,1934
1282,Tragic Magic,Wesley Brown,1978
1283,The Pure and the Impure,Colette,1967
1284,Michael Kohlhaas,Heinrich Von Kleist,1810
1285,Searching for Caleb,Anne Tyler,1975
1286,Cat on a Hot Tin Roof ,Tennessee Williams,1955
1287,Mythologies,Roland Barthes,1957
1288,Candida: a Pleasant Play,George Bernard Shaw,1894
1289,Burr,Gore Vidal,1973
1290,The German Lesson,Siegfried Lenz,1968
1291,Pushcart Prize Anthology,Pushcart Prize,1976
1292,Collected Poems of Frank O'Hara,Frank O'Hara,1971
1293,Shadows on the Hudson: A Novel,Isaac Bashevis Singer,1957
1294,Nathan the Wise,Gotthold Ephraim Lessing,1779
1295,Rivers and Mountains,John Ashbery,1966
1296,The Changeling,Joy Williams,1978
1297,Sexual Perversity in Chicago,David Mamet,1970
1298,"Don Carlos: Infante of Spain, a Drama in Five Acts",Friedrich Schiller,1787
1299,Advertisements for Myself,Norman Mailer,1959
1300,The Lime Twig,John Hawkes,1961
1301,The Discovery of Heaven,Harry Mulisch,1992
1302,Wilhelm Meister's Apprenticeship,Johann Wolfgang von Goethe,1796
1303,The Clown,Heinrich Böll,1963
1304,Vile Bodies,Evelyn Waugh,1930
1305,Betty Blue: The Story of a Passion,Philippe Djian,1985
1306,From Russia with Love,Ian Fleming,1957
1307,Thank You and Other Poems,Kenneth Koch,1962
1308,The Subterraneans,Jack Kerouac,1958
1309,Der Fall Mauritius,Jakob Wassermann,1928
1310,A Sorrow Beyond Dreams,Peter Handke,1972
1311,The Coup,John Updike,1978
1312,Die neuen Leiden des jungen W.,Ulrich Plenzdorf,1972
1313,"I, etcetera",Susan Sontag,1978
1314,Giovanni's Room,James Baldwin,1956
1315,The Power of One,Bryce Courtenay,1989
1316,Point Counter Point,Aldous Huxley,1928
1317,The Wapshot Chronicle,John Cheever,1967
1318,The Confessions of Nat Turner,William Styron,1967
1319,Dealing With Dragons,Patricia C. Wrede,1990
1320,The Theogony,Hesiod,-700
1321,Snow Flower and the Secret Fan,Lisa See,2005
1322,The Wife of Martin Guerre,Janet Lewis,1941
1323,Cannery Row,John Steinbeck,1945
1324,Persepolis Two,Marjane Satrapi,2001
1325,Hard-Boiled Wonderland and the End of the World,Haruki Murakami,1985
1326,"Raise High the Roof Beam, Carpenters: And, Seymour, an Introduction",J Salinger,1963
1327,Interpreter of Maladies,Jhumpa Lahiri,2000
1328,Shadow & Claw,Gene Wolfe,
1329,From Here to Eternity ,James Jones,1951
1330,The Magnificent Ambersons ,Booth Tarkington ,1918
1331,The Namesake,Jhumpa Lahiri,2003
1332,Going Native,Stephen Wright,1994
1333,Annie John,Jamaica Kincaid,1985
1334,Chronicle of a Death Foretold,Gabriel Garcia Marquez,1981
1335,Obasan,Joy Kogawa,1981
1336,Girl in Hyacinth Blue,Susan Vreeland,1999
1337,The Bone People,Keri Hulme,1984
1338,Far Tortuga,Peter Matthiessen,1875
1339,Oranges are not the only Fruit,Jeanette Winterson,1985
1340,The Sense of an Ending,Julian Barnes,2011
1341,Life After Life,Kate Atkinson,2013
1342,Last Orders,Graham Swift,1996
1343,Play It As It Lays ,Joan Didion,1970
1344,Libra,Don DeLillo,1988
1345,Living Up The Street,Gary Soto,1985
1346,Good Omens,Terry Pratchett and Neil Gaiman,1990
1347,Sold,Patricia McCormick,2006
1348,The Iron Heel,Jack London,1908
1349,You Shall Know Our Velocity,Dave Eggers,2002
1350,Before We Were Free,Julia Alvarez,2002
1351,Been Down So Long it Looks Like Up to Me,Richard Fariña,1966
1352,The Bonesetter's Daughter,Amy Tan,2001
1353,Dawn,Elie Wiesel,1961
1354,Dreaming in Cuban,Cristina García,1992
1355,"Little, Big",John Crowley,1981
1356,Jayber Crow,Wendell Berry,2000
1357,Lonesome Dove,Larry McMurtry,1985
1358,The Phantom of the Opera,Gaston Leroux,1909
1359,Purple Hibiscus,Chimamanda Ngozi Adichie,2003
1360,O Pioneers!,Willa Cather,1913
1361,"Ties That Bind, Ties That Break",Lensey Namioka,1999
1362,A Book of Luminous Things,Czesław Miłosz,1996
1363,Drown,Junot Diaz,1996
1364,The Bostonians,Henry James,1886
1365,The No. 1 Ladies' Detective Agency,Alexander McCall Smith,1998
1366,Retold African American Folktales,David Haynes,
1367,Tobacco Road,Erskine Caldwell ,1932
1368,This Side of Paradise,F. Scott Fitzgerald,1920
1369,The Blue Sword,Robin McKinley,1982
1370,Born Confused,Tanuja Desai Hidier,2002
1371,A Little Princess,Frances Hodgson Burnett,1905
1372,Chanda's Secrets,Allan Stratton,2004
1373,Affliction,Russell Banks,1997
1374,Where Angels Fear to Tread,E. M. Forster,1905
1375,City of the Beasts,Isabel Allende,2002
1376,The Ginger Man,J. P. Donleavy,1955
1377,Crow Lake,Mary Lawson,2002
1378,The African Child,Camara Laye,1953
1379,The Tiger Who Came to Tea ,Judith Kerr,1968
1380,Where the Sidewalk Ends,Shel Silverstein,
1381,Dissolution: A Shardlake Novel,C. J. Sansom,2003
1382,Cutting for Stone,Abraham Verghese,
1383,The Taming of the Shrew,William Shakespeare,1592
1384,Ubik,Philip K. Dick,1969
1385,Darkness Spoken: The Collected Poems,Ingeborg Bachmann,1994
1386,Falconer,John Cheever,1977
1387,Stormbreaker,Anthony Horowitz,2000
1388,The Tragical History of Doctor Faustus,Christopher Marlowe,1604
1389,The Gruffalo,Julia Donaldson,1999
1390,"Henry IV, Part I",William Shakespeare,1597
1391,The Wasp Factory: A Novel,Iain Banks,1984
1392,A Dog's Purpose,W. Bruce Cameron,2010
1393,The Colour of Magic,Terry Pratchett,1983
1394,The Merchant of Venice,William Shakespeare,1598
1395,Diary of a Wimpy Kid,Jeff Kinney,
1396,I Capture the Castle,Dodie Smith,1934
1397,Goodnight Mister Tom,Michelle Magorian,1981
1398,Through the Language Glass: Why the World Looks Different in Other Languages,Guy Deutscher,
1399,Goodnight Moon,Margaret Wise Brown,
1400,The Enchanted Wood,Enid Blyton,1939
1401,"Percy Jackson and the Olympians, Book One: Lightning Thief, The",Rick Riordan,
1402,Ecotopia,Ernest Callenbach,1975
1403,The Painted Bird ,Jerzy Kosinski,1965
1404,The Story of Tracy Beaker,Jacqueline Wilson,1991
1405,American Gods,Neil Gaiman,2001
1406,The Farming of Bones,Edwidge Danticat,1998
1407,The Worst Witch,Jill Murphy,1974
1408,The Physician,Noah Gordon,1986
1409,The House at Pooh Corner,A.A Milne,
1410,The Very Hungry Caterpillar,Eric Carle,
1411,The Boy in the Striped Pyjamas,John Boyne,2006
1412,"He, She and It",Marge Piercy,1991
1413,Trainspotting,Irvine Welsh,1993
1414,A Series of Unfortunate Events #1: The Bad Beginning,Lemony Snicket,
1415,"Selected Poems, 1965-1975",Margaret Atwood,1975
1416,Bread Givers: A Novel : a Struggle Between a Father of the Old World and a Daughter of the New,Anzia Yezierska,
1417,Knots and Crosses: An Inspector Rebus Novel,Ian Rankin,1987
1418,Valley of the Dolls,Jacqueline Susann,
1419,The Pearl,John Steinbeck,1947
1420,Hard Times,Charles Dickens,1854
1421,"Breath, Eyes, Memory",Edwidge Danticat,
1422,The Secret Diary of Adrian Mole Aged 13 3/4,Sue Townsend,1982
1423,Artemis Fowl,Eoin Colfer,2001
1424,The Glass Menagerie,Tennessee Williams,1944
1425,The Girl with the Dragon Tattoo,Stieg Larsson,2005
1426,The Beautyful Ones are Not Yet Born,Ayi K. Armah,1968
1427,The Commitments,Roddy Doyle,1987
1428,The Bluest Eye,Toni Morrison,1970
1429,We're Going on a Bear Hunt,Michael Rosen,1989
1430,The Golden Compass,Philip Pullman,
1431,Selected Poems II: 1976 - 1986,Margaret Atwood,1986
1432,Noughts and Crosses,Malorie Blackman,2001
1433,The Berlin Stories,Christopher Isherwood,1946
1434,The Siege of Krishnapur,J. G. Farrell,1973
1435,Nothing Like the Sun,Anthony Burgess,1964
1436,The Line of Beauty,Alan Hollinghurst,2004
1437,The Thinking Reed,Rebecca West,1936
1438,The Public Burning,Robert Coover,1977
1439,Beat the Devil,Claud Cockburn,1951
1440,The Indian Lawyer,James Welch,1990
1441,The White Hotel,D. M. Thomas,1981
1442,The Ordeal of Gilbert Pinfold,Evelyn Waugh,1957
1443,The Making of Americans,Gertrude Stein,1925
1444,Light Years,James Salter,1976
1445,Nova Express,William S. Burroughs,1964
1446,The Ticket That Exploded,William S. Burroughs,1962
1447,The Soft Machine,William S. Burroughs,1961
1448,The Almanac of the Dead,Leslie Marmon Silko,1991
1449,A Mirror for Witches,Esther Forbes,1928
1450,The Slaves of Solitude,Patrick Hamilton,1947
1451,The Soul of Kindness,Elizabeth Taylor,1964
1452,Galileo,Bertolt Brecht,1945
1453,Novel on Yellow Paper,Stevie Smith,1936
1454,Take It Or Leave It,Raymond Federman,1976
1455,A Feast of Snakes,Harry Crews,1976
1456,Less Than Angels,Barbara Pym,1955
1457,Vida,Marge Piercy,1975
1458,A Place of Greater Safety,Hilary Mantel,1992
1459,The Trickster of Seville and His Guest of Stone,Tirso de Molina,1630
1460,The Plot Against America,Philip Roth,2004
1461,Mensagem,Fernando Pessoa,1934
1462,Regeneration,Pat Barker,1991
1463,Animal Dreams,Barbara Kingsolver,1990
1464,Salvage the Bones: A Novel,Jesmyn Ward,2011
1465,The Mask of Dimitrios,Eric Ambler,1944
1466,The Country of the Pointed Firs,Sarah Orne Jewett,1896
1467,Tree of Smoke,Denis Johnson,2007
1468,Morte D'Urban,J. F. Powers,1962
1469,The Great Fire,Shirley Hazzard,2003
1470,Written on the Body,Jeanette Winterson,1993
1471,Americanah,Chimamanda Ngozi Adichie,2013
1472,July's People,Nadine Gordimer,1981
1473,Julian,Gore Vidal,1964
1474,The Killer Inside Me,Jim Thompson,1952
1475,An American Dream,Norman Mailer,1965
1476,Lady into Fox,David Garnett,1922
1477,The Curious Incident of the Dog in the Night-time,Mark Haddon,2003
1478,If He Hollers Let Him Go,Chester Himes,1945
1479,Rhinoceros and Other Plays,Eugène Ionesco,1959
1480,My Brilliant Friend,Elena Ferrante,2011
1481,Flaubert's Parrot,Julian Barnes,1984
1482,Matterhorn,Karl Marlantes,2009
1483,Suite Française,Irène Némirovsky,2004
1484,The Clan of the Cave Bear,Jean M. Auel,1980
1485,The Last Good Kiss,James Crumley,1978
1486,The Radiant Way,Margaret Drabble,1987
1487,The Illustrious House of Ramires,Eça de Queirós,1900
1488,The Flight from the Enchanter,Iris Murdoch,1956
1489,Eustace and Hilda,L.P. Hartley,1944
1490,Ray,Barry Hannah,1980
1491,Tripmaster Monkey,Maxine Hong Kingston,1989
1492,The Horse Whisperer,Nicholas Evans,1995
1493,The Golden Gate,Vikram Seth,1986
1494,Gateway,Frederik Pohl,84
1495,Machine Dreams,Jayne Anne Phillips,1984
1496,NW: A Novel,Zadie Smith,2012
1497,Two Serious Ladies,Jane Bowles,1946
1498,Mr. American,George MacDonald Fraser,1980
1499,The Dogs of March,Ernest Hebert,1979
1500,The Loser,Thomas Bernhard,1983
1501,The Deceivers,John Masters,1952
1502,The King Must Die,Mary Renault,1958
1503,Sleeping Beauty,Ross Macdonald,1973
1504,The House Of Splendid Isolation,Edna O'Brien,1994
1505,Lucy,Jamaica Kincaid,1990
1506,Greenmantle,John Buchan,1916
1507,Hadrian the Seventh,Frederick Rolfe,1904
1508,The Sign of Four,Sir Arthur Conan Doyle,1890
1509,New Grub Street: A Novel,George Gissing,1891
1510,The History of Mr. Polly,H. G. Wells,1910
1511,Joy in the Morning,P. G. Wodehouse,1946
1512,Gentlemen Prefer Blondes: The Illuminating Diary of a Professional Lady ,Anita Loos,1925
1513,Winter's Tale,Mark Helprin,1983
1514,The Heat of the Day,Elizabeth Bowen,1948
1515,Lolly Willowes,Sylvia Townsend Warner,1926
1516,Sybil: Or The Two Nations,Benjamin Disraeli,1845
1517,The Pillars Of The Earth,Ken Follet,1989
1518,Cranford,Elizabeth Gaskell,1851
1519,The Rifles,William T. Vollmann,1994
1520,Follow the River,James Alexander Thom,1981
1521,Dhalgren,Samuel R. Delany,1975
1522,The Fountains of Neptune,Rikki Ducornet,1992
1523,The Jade Cabinet,Rikki Ducornet,1993
1524,Entering Fire,Rikki Ducornet,1986
1525,The Stain: A Novel,Rikki Ducornet,1984
1526,Mona Lisa Overdrive,William Gibson,1988
1527,Count Zero,William Gibson,1986
1528,Ender's Game,Orson Scott Card,1980
1529,Cane,Jean Toomer,1923
1530,Bridge to Terabithia,Katherine Paterson,1977
1531,Lookout cartridge,Joseph McElroy,1974
1532,Sabbath's Theater,Philip Roth,1995
1533,Independence Day,Richard Ford,1995
1534,Genoa: a telling of wonders,Paul C. Metcalf,1965
1535,The Glass Bead Game,Hermann Hesse,1943
1536,The Voyeur,Alain Robbe-Grillet,1953
1537,Double Or Nothing,Raymond Federman,1971
1538,The Cannibal: Novel,John Hawkes,1949
1539,Ben-Hur,Lew Wallace,1880
1540,The Secret Garden,Frances Hodgson Burnett,1911
1541,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1976
1542,Nightwood,Djuna Barnes,1936
1543,Busman’s Honeymoon,Dorothy L Sayers,1937
1544,The Counterlife,Philip Roth,1986
1545,Operation Shylock,Philip Roth,1993
1546,Always Coming Home,Ursula K. Le Guin,1985
1547,Divine Secrets of the Ya-Ya Sisterhood,Rebecca Wells,1996
1548,Palace of Desire,Naguib Mahfouz,1957
1549,Sugar Street,Naguib Mahfouz,1957
1550,Palace Walk,Naguib Mahfouz,1956
1551,Riddley Walker,Russell Hoban,1980
1552,Portrait of an Artist with 26 Horses,William Eastlake,1962
1553,A Patchwork Planet,Anne Tyler,1998
1554,The Bronc People,William Eastlake,1958
1555,Go in Beauty,William Eastlake,1956
1556,The Franchiser,Stanley Elkin,1976
1557,Shogun,James Clavell,1975
1558,Skinny Legs and All,Tom Robbins,1990
1559,The Age of Wire and String,Ben Marcus,1995
1560,Outlander,Diana Gabaldon,
1561,Tlooth,Harry Mathews,1966
1562,Waiting for the Mahatma,R. K. Narayan,1955
1563,The Sword of the Lictor,Gene Wolfe,1982
1564,Misery,Stephen King,1987
1565,The Citadel of the Autarch,Gene Wolfe,1983
1566,The Shadow of the Torturer,Gene Wolfe,1980
1567,The Claw Of The Conciliator,Gene Wolfe,1981
1568,Legs,William Kennedy,1975
1569,Billy Phelan's Greatest Game,William Kennedy,1978
1570,The Tunnel,William H. Gass,1995
1571,Omensetter's Luck,William H. Gass,1966
1572,Fried Green Tomatoes,Fannie Flagg,1991
1573,Tisha,Robert Specht,1976
1574,Darconville's Cat,Alexander Theroux,1981
1575,Up,Ronald Sukenick,1968
1576,Christy,Catherine Marshall,1967
1577,Yellow Back Radio Broke-Down,Ishmael Reed,1969
1578,Lost Horizon,James Hilton,1933
1579,You Bright and Risen Angels,William T. Vollmann,1987
1580,The Universal Baseball Association,Robert Coover,1968
1581,Creamy and Delicious,Steve Katz,1970
1582,More Than Human,Theodore Sturgeon,1951
1583,Boy's Life,Robert R. McCammon,1991
1584,Mulligan Stew,Gilbert Sorrentino,1979
1585,Chesapeake,James A. Michener,1978
1586,How Green Was My Valley,Richard Llewellyn,1939
1587,Easy Travel to Other Planets,Ted Mooney,1981
1588,Home and the World,Rabindranath Tagore,1916
1589,Tours of the Black Clock,Steve Erickson,1989
1590,"I, Robot",Isaac Asimov,1950
1591,In Memoriam to Identity,Kathy Acker,1990
1592,Hogg,Samuel Delany,1996
1593,Memoirs of a Geisha,Arthur Golden,1997
1594,Cities of the Plain,Cormac McCarthy,1998
1595,The Crossing,Cormac McCarthy,1994
1596,Where I'm Calling From,Raymond Carver,1988
1597,The Orphan Master's Son: A Novel,Adam Johnson,2012
1598,The Moor's Last Sigh,Salman Rushdie,1995
1599,Let the Great World Spin: A Novel,Colum McCann,2009
1600,A Sport and a Pastime,James Salter,1967
1601,Winter's Bone,Daniel Woodrell,1999
1602,On the Bus with Rosa Parks,Rita Dove,1999
1603,The Complete Poems of Marianne Moore,Marianne Moore,1958
1604,CivilWarLand in Bad Decline,George Saunders,1996
1605,The Dharma Bums,Jack Kerouac,1958
1606,Savages: A Novel,Don Winslow,2010
1607,The Professional,W.C. Heinz,1958
1608,The Continental Op,Dashiell Hammett,1923
1609,Time's Arrow,Martin Amis,1991
1610,African Stories,Doris Lessing,1964
1611,The Collected Poems of Audre Lorde,Audre Lorde,1997
1612,Plainsong,Kent Haruf,1999
1613,American Tabloid,James Ellroy,1995
1614,"Poems: Selected and New, 1950-1974",Adrienne Rich,1974
1615,A Fan's Notes,Frederick Exley,1968
1616,Women,Charles Bukowski,1978
1617,The Cunning Man,Robertson Davies,1994
1618,The Stone Diaries,Carol Shields,1993
1619,The Ghost Road,Pat Barker,1995
1620,Netherland,Joseph O'Neill,2009
1621,Bring Up the Bodies: A Novel,Hilary Mantel,2012
1622,On Beauty,Zadie Smith,2005
1623,The Amber Spyglass,Philip Pullman,2000
1624,The Blue Flower,Penelope Fitzgerald,1997
1625,The Accidental,Ali Smith,2005
1626,Case Histories,Kate Atkinson,2007
1627,The Secret Scripture,Sebastian Barry,2008
1628,World's Fair,E. L. Doctorow,1985
1629,Clockers,Richard Price,1992
1630,Snow,Orhan Pamuk,2002
1631,Home,Marilynne Robinson ,2008
1632,Fingersmith,Sarah Waters,2002
1633,True History of the Kelly Gang,Peter Carey,2000
1634,The Optimist's Daughter,Eudora Welty,1972
1635,The White Tiger,Aravind Adiga,2008
1636,A Lesson Before Dying,Ernest J. Gaines,1993
1637,Small Island,Andrea Levy,2004
1638,Billy Bathgate,E. L. Doctorow,1989
1639,Them,Joyce Carol Oates,1969
1640,The Collected Stories of Jean Stafford,Jean Stafford,1970
1641,Brooklyn,Colm Tóibín,2009
1642,The March,E. L. Doctorow,2005
1643,The Inheritance of Loss,Kiran Desai,2006
1644,Women in Their Beds,Gina Berriault,1997
1645,The Hours,Michael Cunningham,1998
1646,The Collected Stories of Katherine Anne Porter,Katherine Anne Porter,1965
1647,Empire Falls,Richard Russo,2001
1648,Masterworks of the Classical Haida Mythtellers,Robert Bringhurst,2002
1649,Mystic River,Dennis Lehane,2001
1650,Say You’re One of Them,Uwem Akpan,2008
1651,Black Water,Joyce Carol Oates,1992
1652,Words,Jacques Prévert,1946
1653,Rapture,Carol Ann Duffy,2005
1654,The Blue Lotus,Hergé,1936
1655,Asterix the Gaul,Rene Goscinny,1961
1656,The Bald Soprano,Eugène Ionesco,1959
1657,The Unconsoled,Kazuo Ishiguro,1995
1658,The Abyss,Marguerite Yourcenar,1968
1659,The Horseman on the Roof,Jean Giono,1951
1660,The Collected Stories of Amy Hempel,Amy Hempel,2006
1661,Belle du Seigneur,Albert Cohen,1968
1662,The Lovely Bones,Alice Sebold,2002
1663,Thérèse Desqueyroux,François Mauriac,1927
1664,A Personal Matter,Kenzaburo Oe,1964
1665,The Arrival,Shaun Tan,2006
1666,How I Live Now,Meg Rosoff,2004
1667,Confusion,Stefan Zweig,1927
1668,William Trevor: The Collected Stories,William Trevor,2009
1669,The Eye in the Door,Pat Barker,1993
1670,Runaway,Alice Munro ,2004
1671,The House on Mango Street,Sandra Cisneros,1984
1672,LaBrava,Elmore Leonard,1983
1673,Silence de la Mer,Vercors,1942
1674,Thursbitch,Alan Garner,2003
1675,Eva Luna,Isabel Allende,1985
1676,Under Satan's Sun,Georges Bernanos,1926
1677,Sandman,Neil Gaiman,1991
1678,The Joke,Milan Kundera,1967
1679,A Ghost at Noon,Alberto Moravia,1954
1680,The Ghost,Robert Harris,2007
1681,Aurélien,Louis Aragon,1944
1682,Waiting to Exhale,Terry McMillan,1995
1683,The Satin Slipper,Paul Claudel,1929
1684,Youth,J. M. Coetzee,2002
1685,Wolf Brother,Michelle Paver,2004
1686,The Resistible Rise of Arturo Ui,Bertolt Brecht,1941
1687,Friday,Michel Tournier,1967
1688,The Night Manager,John le Carré,1993
1689,If Nobody Speaks of Remarkable Things,Jon McGregor,2002
1690,Fleshmarket Close,Ian Rankin,2004
1691,The Children of Men,P. D. James,1992
1692,Drop City,T. Coraghessan Boyle,2003
1693,Dart,Alice Oswald,2002
1694,Krik? Krak!,Edwidge Danticat,1995
1695,Tendrils of Vines,Colette,1908
1696,Capital of Pain,Paul Éluard,1926
1697,Martin Eden,Jack London,1909
1698,Ballad of the Salt Sea,Hugo Pratt,1926
1699,Life in the Far West,George Frederick Ruxton,1849
1700,The Lost Honour of Katharina Blum,Heinrich Böll,1974
1701,Staying Alive,Neil Astley,2003
1702,The Opposing Shore,Julien Gracq,1951
1703,The Kindly One,Jonathan Littell,2006
1704,The Wonderful Adventures of Nils,Selma Lagerlöf,1906
1705,The PowerBook,Jeanette Winterson,2002
1706,The Martian Chronicles,Ray Bradbury,1950
1707,The Ravishing of Lol Stein,Marguerite Duras,1964
1708,The Interrogation,J. M. G. Le Clezio,1963
1709,"Blind Willow, Sleeping Woman",Haruki Murakami,2006
1710,Tropisms,Nathalie Sarraute,1939
1711,War Music,Christopher Logue,2009
1712,The Damned Utd,David Peace,2006
1713,A Sight for Sore Eyes,Ruth Rendell,1998
1714,Collected Poems of Michael Donaghy,Michael Donaghy,2009
1715,"Bright Lights, Big City",Jay McInerney,1984
1716,The General of the Dead Army,Ismail Kadare,1963
1717,The Emperor's Children,Claire Messud,2006
1718,"Go Down, Moses",William Faulkner,1942
1719,Born Yesterday,Gordon Burn,2008
1720,The Strange Case of Peter the Lett,Georges Simenon,1931
1721,The Enchantress of Florence,Salman Rushdie,2008
1722,Holes,Louis Sachar,1998
