id,title,author,avg_rating,ratings,url,img,pages,year
452,"THE CHRONICLES OF NARNIA - Complete Collection: The Lion, the Witch and the Wardrobe + Prince Caspian + The Voyage of the Dawn Treader + The Silver Chair ... Battle...: Classics of Children's Literature",C. S. Lewis,4.47,15,/book/show/30129455-the-chronicles-of-narnia---complete-collection,https://d2arxad8u2l0g7.cloudfront.net/books/1462652509l/30129455.jpg,885,1953
453,The Last Battle,C. S. Lewis,0.00,0,/book/show/31182915-the-last-battle,https://d2arxad8u2l0g7.cloudfront.net/books/1469035453l/31182915.jpg,,1956
454,THE CHRONICLES OF NARNIA III. THE HORSE AND HIS BOY (Timeless Literature Collection Book 1007),Business and Leadership Publishing,4.25,4,/book/show/22873129-the-chronicles-of-narnia-iii-the-horse-and-his-boy,https://d2arxad8u2l0g7.cloudfront.net/books/1407186553l/22873129.jpg,143,1954
455,Ragtime,E.L. Doctorow,3.87,"27,893",/book/show/175675.Ragtime,https://d2arxad8u2l0g7.cloudfront.net/books/1320531790l/175675.jpg,320,1975
456,One Hundred and One Poems by Paul Verlaine: A Bilingual Edition,Paul Verlaine,4.15,150,/book/show/303506.One_Hundred_and_One_Poems_by_Paul_Verlaine,https://d2arxad8u2l0g7.cloudfront.net/books/1347999278l/303506.jpg,309,1999
457,Bastard Out of Carolina,Dorothy Allison,4.08,"29,993",/book/show/25354.Bastard_Out_of_Carolina,https://d2arxad8u2l0g7.cloudfront.net/books/1424648725l/25354.jpg,320,1993
458,"Jimmy Corrigan, the Smartest Kid on Earth",Chris Ware,4.10,"18,148",/book/show/34072.Jimmy_Corrigan_the_Smartest_Kid_on_Earth,https://d2arxad8u2l0g7.cloudfront.net/books/1327962921l/34072.jpg,380,2001
459,Parade's End,Ford Madox Ford,3.92,"4,016",/book/show/777824.Parade_s_End,https://d2arxad8u2l0g7.cloudfront.net/books/1450231478l/777824.jpg,836,1924
460,Main Street,Sinclair Lewis,3.75,"19,022",/book/show/11376.Main_Street,https://d2arxad8u2l0g7.cloudfront.net/books/1308953459l/11376.jpg,454,1920
461,Richard III,William Shakespeare,3.91,"31,387",/book/show/42058.Richard_III,https://d2arxad8u2l0g7.cloudfront.net/books/1328043960l/42058.jpg,414,1592
462,The Hunchback of Notre-Dame,Victor Hugo,3.95,"117,209",/book/show/30597.The_Hunchback_of_Notre_Dame,https://d2arxad8u2l0g7.cloudfront.net/books/1388342667l/30597.jpg,510,1831
463,Collected Works Of Edna St. Vincent Millay,Edna St. Vincent Millay,4.63,136,/book/show/3190024-collected-works-of-edna-st-vincent-millay,https://d2arxad8u2l0g7.cloudfront.net/books/1355662484l/3190024.jpg,148,1950
464,Barchester Towers (Chronicles of Barsetshire #2),Anthony Trollope,4.01,"9,365",/book/show/125321.Barchester_Towers,https://d2arxad8u2l0g7.cloudfront.net/books/1387980968l/125321.jpg,418,1857
465,An Unauthorized Guide to In Secret: The Film based on Emile Zola's Therese Raquin [Article],D. Carter,0.00,0,/book/show/26851706-an-unauthorized-guide-to-in-secret,https://d2arxad8u2l0g7.cloudfront.net/books/1443786765l/26851706.jpg,5,1867
466,The Lady with the Dog and Other Stories,Anton Chekhov,4.01,540,/book/show/18869130-the-lady-with-the-dog-and-other-stories,https://d2arxad8u2l0g7.cloudfront.net/books/1384928707l/18869130.jpg,138,1899
467,Selected Poems,Anne Sexton,4.20,"1,340",/book/show/481821.Selected_Poems,https://d2arxad8u2l0g7.cloudfront.net/books/1434818369l/481821.jpg,266,1585
468,Endgame,Samuel Beckett,3.87,"10,003",/book/show/12287.Endgame,https://d.gr-assets.com/books/1452534163l/12287.jpg,60,1957
469,Memórias Póstumas de Brás Cubas,Machado de Assis,4.22,"8,918",/book/show/87264.Mem_rias_P_stumas_de_Br_s_Cubas,https://d2arxad8u2l0g7.cloudfront.net/books/1348283742l/87264.jpg,165,1881
470,The Blindness of the Heart,Julia Franck,3.37,"1,133",/book/show/9486050-the-blindness-of-the-heart,https://d2arxad8u2l0g7.cloudfront.net/books/1328359532l/9486050.jpg,416,1998
471,"The Sea, the Sea",Iris Murdoch,3.90,"10,882",/book/show/11229.The_Sea_the_Sea,https://d2arxad8u2l0g7.cloudfront.net/books/1302898449l/11229.jpg,495,1978
472,The Tartar Steppe,Dino Buzzati,4.11,"7,102",/book/show/83017.The_Tartar_Steppe,https://d2arxad8u2l0g7.cloudfront.net/books/1327904364l/83017.jpg,198,1940
473,Ballad of the Gypsy Girl,Sandra J. Ruddick,0.00,0,/book/show/6555405-ballad-of-the-gypsy-girl,https://d2arxad8u2l0g7.cloudfront.net/books/1347439516l/6555405.jpg,180,1928
474,The Betrothed,Alessandro Manzoni,3.74,"3,874",/book/show/566328.The_Betrothed,https://d2arxad8u2l0g7.cloudfront.net/books/1442939437l/566328.jpg,720,1842
475,A Hero of Our Time,Mikhail Lermontov,4.11,"28,900",/book/show/226378.A_Hero_of_Our_Time,https://d2arxad8u2l0g7.cloudfront.net/books/1344023178l/226378.jpg,185,1840
476,Moll Flanders,Daniel Defoe,3.48,"30,619",/book/show/38262.Moll_Flanders,https://d2arxad8u2l0g7.cloudfront.net/books/1338130955l/38262.jpg,339,1772
477,The Crying of Lot 49,Thomas Pynchon,3.71,"50,084",/book/show/2794.The_Crying_of_Lot_49,https://d.gr-assets.com/books/1375727632l/2794.jpg,155,1966
