id,title,author,avg_rating,ratings,url,img,pages,year
585,The Man of Property,John Galsworthy,4.03,"2,600",/book/show/748318.The_Man_of_Property,https://d2arxad8u2l0g7.cloudfront.net/books/1177989007l/748318.jpg,364,1906
586,One Day in the Life of Ivan Denisovich,Aleksandr Solzhenitsyn,3.94,"65,946",/book/show/17125.One_Day_in_the_Life_of_Ivan_Denisovich,https://d2arxad8u2l0g7.cloudfront.net/books/1427731744l/17125.jpg,182,1962
587,Kolyma,Tom Rob Smith,3.77,"11,341",/book/show/10250789-kolyma,https://d2arxad8u2l0g7.cloudfront.net/books/1327579245l/10250789.jpg,504,1954
588,The Sirens of Titan,Kurt Vonnegut,4.15,"74,194",/book/show/4982.The_Sirens_of_Titan,https://d2arxad8u2l0g7.cloudfront.net/books/1419363185l/4982.jpg,224,1959
589,Mrs. Bridge,Evan S. Connell,4.05,"2,459",/book/show/129972.Mrs_Bridge,https://d2arxad8u2l0g7.cloudfront.net/books/1448709943l/129972.jpg,246,1959
590,Complete Stories,Dorothy Parker,4.18,"1,907",/book/show/44453.Complete_Stories,https://d2arxad8u2l0g7.cloudfront.net/books/1461392921l/44453.jpg,480,1967
591,We Have Always Lived in the Castle,Shirley Jackson,4.05,"37,332",/book/show/89724.We_Have_Always_Lived_in_the_Castle,https://d2arxad8u2l0g7.cloudfront.net/books/1415357189l/89724.jpg,160,1962
592,Mr Bridge,Evan S. Connell,3.98,"1,041",/book/show/129936.Mr_Bridge,https://d2arxad8u2l0g7.cloudfront.net/books/1312032913l/129936.jpg,367,1969
593,The Princess Bride,William Goldman,4.25,"598,685",/book/show/21787.The_Princess_Bride,https://d2arxad8u2l0g7.cloudfront.net/books/1327903636l/21787.jpg,398,1973
594,The Complete Poems,John Wilmot,4.14,300,/book/show/655739.The_Complete_Poems,https://d2arxad8u2l0g7.cloudfront.net/books/1349049273l/655739.jpg,104,1985
595,The Poetry of Derek Walcott 1948-2013,Derek Walcott,4.30,73,/book/show/17978115-the-poetry-of-derek-walcott-1948-2013,https://d2arxad8u2l0g7.cloudfront.net/books/1380963881l/17978115.jpg,640,2013
596,Into That Heaven of Freedom: Novel,Vadapalli Vijayabhaskararavu,0.00,0,/book/show/3788297-into-that-heaven-of-freedom,,130,2010
597,Snow Crash,Neal Stephenson,4.01,"170,196",/book/show/830.Snow_Crash,https://d2arxad8u2l0g7.cloudfront.net/books/1424472532l/830.jpg,470,1992
598,Collected Stories,Frank O'Connor,4.29,375,/book/show/396751.Collected_Stories,https://d2arxad8u2l0g7.cloudfront.net/books/1347353329l/396751.jpg,720,2009
599,The Thorn Birds,Colleen McCullough,4.21,"247,742",/book/show/3412.The_Thorn_Birds,https://d2arxad8u2l0g7.cloudfront.net/books/1391416796l/3412.jpg,692,1977
600,Daisy Miller,Henry James,3.33,"18,158",/book/show/16204.Daisy_Miller,https://d2arxad8u2l0g7.cloudfront.net/books/1327911289l/16204.jpg,164,1878
601,Illuminations,Arthur Rimbaud,4.41,"7,123",/book/show/565149.Illuminations,https://d2arxad8u2l0g7.cloudfront.net/books/1347626864l/565149.jpg,182,1886
602,Aunt Julia and the Scriptwriter,Mario Vargas Llosa,3.90,"11,087",/book/show/77298.Aunt_Julia_and_the_Scriptwriter,https://d2arxad8u2l0g7.cloudfront.net/books/1327993472l/77298.jpg,384,1977
603,,,,,,,,1965
604,The Garden of the Finzi-Continis,Giorgio Bassani,3.76,"3,413",/book/show/355789.The_Garden_of_the_Finzi_Continis,https://d2arxad8u2l0g7.cloudfront.net/books/1388301186l/355789.jpg,246,1962
605,Luces de bohemia =: Bohemian Lights: Esperpento,Ramón María del Valle-Inclán,3.71,"2,657",/book/show/7072110-luces-de-bohemia,,266,1924
606,Selected Poems of Antonio Machado,Antonio Machado,3.50,6,/book/show/2274857.Selected_Poems_of_Antonio_Machado,https://d2arxad8u2l0g7.cloudfront.net/books/1451928067l/2274857.jpg,192,1917
607,"September 11, 2001: A Time for Heroes",Lance Wubbels,3.60,5,/book/show/766818.September_11_2001,https://d2arxad8u2l0g7.cloudfront.net/books/1352964693l/766818.jpg,144,1963
608,Selected Poems of Luis de Góngora: A Bilingual Edition,Luis de Góngora,0.00,0,/book/show/27064830-selected-poems-of-luis-de-g-ngora,https://d2arxad8u2l0g7.cloudfront.net/books/1455764707l/27064830.jpg,290,1600
609,Mortal y rosa,Francisco Umbral,4.36,252,/book/show/102962.Mortal_y_rosa,https://d2arxad8u2l0g7.cloudfront.net/books/1406557053l/102962.jpg,256,1975
610,The Shadow-Line,Joseph Conrad,3.74,"2,225",/book/show/273524.The_Shadow_Line,https://d2arxad8u2l0g7.cloudfront.net/books/1173322209l/273524.jpg,136,1917
611,Peter Pan #3 : Tempête,Régis Loisel,4.22,228,/book/show/12333690-peter-pan-3,https://d2arxad8u2l0g7.cloudfront.net/books/1441404871l/12333690.jpg,64,1902
612,Sanctuary,William Faulkner,3.65,"8,166",/book/show/18789.Sanctuary,https://d2arxad8u2l0g7.cloudfront.net/books/1385366876l/18789.jpg,317,1931
613,"Spain, Take This Chalice from Me and Other Poems: Parallel Text edition",César Vallejo,4.25,109,/book/show/1839960.Spain_Take_This_Chalice_from_Me_and_Other_Poems,https://d2arxad8u2l0g7.cloudfront.net/books/1348328290l/1839960.jpg,352,1937
614,The First Man,Albert Camus,3.92,"4,036",/book/show/15694.The_First_Man,https://d2arxad8u2l0g7.cloudfront.net/books/1374680457l/15694.jpg,359,1994
615,40 Sonnets,Don Paterson,3.94,65,/book/show/25366223-40-sonnets,https://d2arxad8u2l0g7.cloudfront.net/books/1439307809l/25366223.jpg,44,1625
616,The Poetry of Luis Cernuda,Luis Cernuda,4.50,2,/book/show/370460.The_Poetry_of_Luis_Cernuda,,171,1963
617,Demian / Siddartha,Hermann Hesse,4.12,"2,226",/book/show/13041.Demian_Siddartha,https://d2arxad8u2l0g7.cloudfront.net/books/1310336766l/13041.jpg,,1919
618,,,,,,,,1955
619,Les Amours jaunes,Tristan Corbière,3.84,64,/book/show/5097184-les-amours-jaunes,https://d2arxad8u2l0g7.cloudfront.net/books/1327786283l/5097184.jpg,311,1873
620,"The Bean Trees (Greer Family, #1)",Barbara Kingsolver,3.93,"103,770",/book/show/30868.The_Bean_Trees,https://d2arxad8u2l0g7.cloudfront.net/books/1443483961l/30868.jpg,232,1988
621,Les Contemplations,Victor Hugo,4.11,"1,217",/book/show/135617.Les_Contemplations,https://d2arxad8u2l0g7.cloudfront.net/books/1172069212l/135617.jpg,,1856
622,Chambre Obscure,Vladimir Nabokov,3.93,"8,090",/book/show/2132842.Chambre_Obscure,https://d2arxad8u2l0g7.cloudfront.net/books/1377491352l/2132842.jpg,230,
623,The Diary of a Country Priest,Georges Bernanos,3.94,"1,180",/book/show/63672.The_Diary_of_a_Country_Priest,https://d2arxad8u2l0g7.cloudfront.net/books/1436634216l/63672.jpg,312,1936
624,"The Lover (The Lover, #1)",Marguerite Duras,3.76,"21,633",/book/show/275.The_Lover,https://d2arxad8u2l0g7.cloudfront.net/books/1423329337l/275.jpg,117,1984
625,Aesop's Fables,Aesop,4.05,"92,188",/book/show/21348.Aesop_s_Fables,https://d2arxad8u2l0g7.cloudfront.net/books/1389064715l/21348.jpg,306,-560
626,Germany: A Winter's Tale: Deutschland: Ein Wintermarchen,Heinrich Heine,0.00,0,/book/show/31227947-germany,,222,1844
627,The Collected Poems of Wilfred Owen,Wilfred Owen,4.35,"2,313",/book/show/6273.The_Collected_Poems_of_Wilfred_Owen,https://d2arxad8u2l0g7.cloudfront.net/books/1393786625l/6273.jpg,192,1920
628,The Fault in Our Stars,John Green,4.30,"2,084,056",/book/show/11870085-the-fault-in-our-stars,https://d2arxad8u2l0g7.cloudfront.net/books/1360206420l/11870085.jpg,313,
629,Sophie's World,Jostein Gaarder,3.86,"129,971",/book/show/10959.Sophie_s_World,https://d2arxad8u2l0g7.cloudfront.net/books/1343459906l/10959.jpg,403,1991
630,Forbidden Colours,Yukio Mishima,3.50,2,/book/show/28105028-forbidden-colours,https://d2arxad8u2l0g7.cloudfront.net/books/1449333826l/28105028.jpg,432,1951
631,Balzac and the Little Chinese Seamstress,Dai Sijie,3.61,"39,586",/book/show/533465.Balzac_and_the_Little_Chinese_Seamstress,https://d2arxad8u2l0g7.cloudfront.net/books/1403188885l/533465.jpg,184,2000
632,Four Quartets Rehearsed,Raymond Preston,liked it 3.00,,/book/show/4367925-four-quartets-rehearsed,,,1943
633,The Fortress of Solitude,Jonathan Lethem,3.87,"16,866",/book/show/9799.The_Fortress_of_Solitude,https://d2arxad8u2l0g7.cloudfront.net/books/1418677318l/9799.jpg,528,2003
634,A House for Mr Biswas,V.S. Naipaul,3.81,"13,335",/book/show/5849.A_House_for_Mr_Biswas,https://d2arxad8u2l0g7.cloudfront.net/books/1348648012l/5849.jpg,623,1961
635,What We Talk About When We Talk About Love,Raymond Carver,4.24,"29,185",/book/show/11438.What_We_Talk_About_When_We_Talk_About_Love,https://d2arxad8u2l0g7.cloudfront.net/books/1327868314l/11438.jpg,176,1981
636,The Thirty-Nine Steps,John Buchan,3.84,37,/book/show/29930757-the-thirty-nine-steps,https://d2arxad8u2l0g7.cloudfront.net/books/1460865679l/29930757.jpg,103,1915
637,And Then There Were None,Agatha Christie,4.22,"378,669",/book/show/16299.And_Then_There_Were_None,https://d2arxad8u2l0g7.cloudfront.net/books/1391120695l/16299.jpg,264,1939
638,Brighton Rock,Graham Greene,3.73,"14,587",/book/show/48862.Brighton_Rock,https://d2arxad8u2l0g7.cloudfront.net/books/1337363402l/48862.jpg,269,1938
