id,title,author,avg_rating,ratings,url,img,pages,year
1120,The War of Independence,Claude H. Van Tyne,0.00,0,/book/show/2643433-the-war-of-independence,https://d2arxad8u2l0g7.cloudfront.net/books/1347983996l/2643433.jpg,532,1929
1121,The Price of Power: Kissinger in the Nixon White House,Seymour M. Hersh,4.01,139,/book/show/198829.The_Price_of_Power,https://d2arxad8u2l0g7.cloudfront.net/books/1441266722l/198829.jpg,700,1982
1122,Searching For Prometheus: Discovering the Soul of American Medicine in the Philosophies of Traditional China,John F. Goleas,0.00,0,/book/show/23549777-searching-for-prometheus,https://d2arxad8u2l0g7.cloudfront.net/books/1420754877l/23549777.jpg,,2005
1123,Willem De Kooning: Reflections in the Studio,Edvard Lieber,3.57,7,/book/show/2562.Willem_De_Kooning,https://d2arxad8u2l0g7.cloudfront.net/books/1161088022l/2562.jpg,137,2005
1124,Original Meanings: Politics and Ideas in the Making of the Constitution,Jack N. Rakove,3.88,730,/book/show/232701.Original_Meanings,https://d2arxad8u2l0g7.cloudfront.net/books/1365653690l/232701.jpg,457,1997
1125,Personal History,Katharine Graham,4.12,"12,894",/book/show/95420.Personal_History,https://d2arxad8u2l0g7.cloudfront.net/books/1320504681l/95420.jpg,642,1997
1126,A Short History of the United States,Edward Channing,3.25,60,/book/show/3115840-a-short-history-of-the-united-states,https://d2arxad8u2l0g7.cloudfront.net/books/1328009428l/3115840.jpg,320,1926
1127,"Rough Crossings: Britain, the Slaves and the American Revolution",Simon Schama,3.96,662,/book/show/21070.Rough_Crossings,https://d2arxad8u2l0g7.cloudfront.net/books/1167301807l/21070.jpg,496,2005
1128,"Far from the Tree: Parents, Children, and the Search for Identity",Andrew Solomon,4.25,"11,757",/book/show/13547504-far-from-the-tree,https://d2arxad8u2l0g7.cloudfront.net/books/1363008433l/13547504.jpg,962,2012
1129,Between War and Peace: The Potsdam Conference,Herbert Feis,3.71,7,/book/show/2021442.Between_War_and_Peace,https://d2arxad8u2l0g7.cloudfront.net/books/1266468410l/2021442.jpg,367,1960
1130,"The Old Northwest Pioneer Period, 1815-1840",R. Carlyle Buley,3.67,3,/book/show/3115902-the-old-northwest-pioneer-period-1815-1840,,672,1951
1131,The Era of Good Feelings,George Dangerfield,really liked it 4.00,21,/book/show/135768.The_Era_of_Good_Feelings,https://d2arxad8u2l0g7.cloudfront.net/books/1348640779l/135768.jpg,540,1952
1132,"Huey Long: His Life in Photos, Drawings, and Cartoons",Garry Boulard,really liked it 4.00,2,/book/show/1028493.Huey_Long,https://d2arxad8u2l0g7.cloudfront.net/books/1340380928l/1028493.jpg,127,1969
1133,,,,,,,,1943
1134,The Reformation,Diarmaid MacCulloch,4.11,"1,763",/book/show/53946.The_Reformation,https://d2arxad8u2l0g7.cloudfront.net/books/1388206528l/53946.jpg,864,2003
1135,My Experiences in the World War,John J. Pershing,4.08,12,/book/show/1612486.My_Experiences_in_the_World_War,https://d2arxad8u2l0g7.cloudfront.net/books/1256439014l/1612486.jpg,424,1932
1136,Washington's Crossing,David Hackett Fischer,4.11,"9,951",/book/show/1206073.Washington_s_Crossing,https://d2arxad8u2l0g7.cloudfront.net/books/1353284022l/1206073.jpg,564,2003
1137,The Ideological Origins of the American Revolution,Bernard Bailyn,really liked it 4.00,"2,656",/book/show/22477.The_Ideological_Origins_of_the_American_Revolution,https://d2arxad8u2l0g7.cloudfront.net/books/1368330436l/22477.jpg,416,1968
1138,"Mathematics Books (Study Guide): Principia Mathematica, Godel, Escher, Bach, Where Mathematics Comes from",Books LLC,4.25,4,/book/show/10428428-mathematics-books-study-guide,https://d2arxad8u2l0g7.cloudfront.net/books/1348906628l/10428428.jpg,114,1979
1139,"An Army at Dawn: The War in North Africa, 1942-1943 (World War II Liberation Trilogy, #1)",Rick Atkinson,4.24,"11,341",/book/show/541920.An_Army_at_Dawn,https://d2arxad8u2l0g7.cloudfront.net/books/1440057096l/541920.jpg,704,2002
1140,"A History of the American Frontier, 1763-1893",Frederic L. Paxson,it was ok 2.00,,/book/show/6681024-a-history-of-the-american-frontier-1763-1893,,598,1924
1141,The Life and Letters of Walter H. Page,Burton J. Hendrick,really liked it 4.00,,/book/show/8338849-the-life-and-letters-of-walter-h-page,https://d2arxad8u2l0g7.cloudfront.net/books/1328327977l/8338849.jpg,,1923
1142,Lincoln at Gettysburg: The Words That Remade America,Garry Wills,4.12,"5,763",/book/show/20809.Lincoln_at_Gettysburg,https://d2arxad8u2l0g7.cloudfront.net/books/1388267483l/20809.jpg,320,1992
1143,"Bearing the Cross: Martin Luther King, JR., and the Southern Christian Leadership Conference",David J. Garrow,4.27,"1,167",/book/show/1659305.Bearing_the_Cross,https://d2arxad8u2l0g7.cloudfront.net/books/1428594389l/1659305.jpg,800,1986
